rinpersoon,GBAGEBOORTELAND,GBAGESLACHT,GBAGEBOORTELANDMOEDER,GBAGEBOORTELANDVADER,GBAAANTALOUDERSBUITENLAND,GBAHERKOMSTGROEPERING,GBAGENERATIE,GBAGEBOORTEJAAR,GBAGESLACHTMOEDER,GBAGESLACHTVADER,GBAGEBOORTEJAARMOEDER,GBAGEBOORTEJAARVADER,GBAHERKOMSTLAND,GBAGEBOORTELANDNL
07247b4b,NL,1,NL,NL,0,Western,2,1983,2,1,1954,1961,NL,1
07292e7b,NL,2,NL,NL,0,Western,1,1961,2,1,1937,1941,NL,1
07305acb,NL,2,US,NL,1,Western,1,1953,2,1,1918,1921,NL,1
0731a304,NL,2,US,NL,1,Western,2,1954,2,1,1915,1933,NL,1
07369bd5,NL,-,France,NL,1,Western,0,1987,2,1,1952,1949,NL,1
073d9a97,NL,1,NL,NL,0,Western,2,1969,2,1,1946,1933,NL,1
07492814,NL,1,France,France,2,Western,0,1992,2,1,1960,1967,NL,1
074b06ed,NL,1,NL,NL,0,Western,1,1967,2,1,1933,1931,NL,1
074f47f1,NL,1,NL,NL,0,Western,0,1984,2,1,1960,1963,NL,1
0750393d,NL,2,NL,France,1,Western,2,1997,2,1,1970,1965,NL,1
0750663b,NL,2,France,NL,1,Western,2,1963,2,1,1929,1926,NL,1
07508837,NL,2,NL,France,1,Western,1,1990,2,1,1962,1968,NL,1
07567d08,France,1,NL,NL,0,Western,0,1955,2,1,1931,1919,France,0
07607624,France,2,NL,France,1,Western,1,1986,2,1,1958,1964,France,0
07642594,NL,2,NL,NL,0,Western,0,1965,2,1,1940,1935,NL,1
076bcb22,Egypt,1,NL,NL,0,Non-Western,1,1953,2,1,1914,1925,Egypt,0
076dbb15,NL,1,France,NL,1,Western,1,1955,2,1,1920,1931,NL,1
076ed754,NL,2,NL,NL,0,Western,0,1964,2,1,1941,1943,NL,1
0773a853,NL,2,NL,France,1,Western,1,1959,2,1,1926,1932,NL,1
07780a7a,France,1,France,NL,1,Western,1,1982,2,1,1944,1959,France,0
077b467a,NL,2,NL,NL,0,Western,2,1967,2,1,1944,1944,NL,1
078babd6,NL,2,NL,NL,0,Western,2,1950,2,1,1919,1922,NL,1
078f6d25,NL,1,NL,France,1,Western,1,1995,2,1,1970,1964,NL,1
07981ba6,NL,2,NL,NL,0,Western,2,1954,2,1,1932,1921,NL,1
079a6381,NL,1,NL,NL,0,Western,0,1951,2,1,1922,1924,NL,1
07a03534,NL,2,France,NL,1,Western,0,1988,2,1,1955,1952,NL,1
07a11bd3,NL,1,France,US,2,Western,0,1982,2,1,1946,1954,NL,1
07aed3d4,NL,1,NL,NL,0,Western,2,1991,-,1,1963,1970,NL,1
07af5f27,NL,1,NL,NL,0,Western,2,1968,2,1,1948,1929,NL,1
07b7d7bd,France,1,NL,NL,0,Western,2,1965,2,1,1936,1932,France,0
07bbdd89,NL,2,NL,NL,0,Western,1,1952,2,1,1915,1928,NL,1
07bf2938,France,2,NL,NL,0,Western,2,1988,2,1,1956,1951,France,0
07c5008a,NL,1,NL,NL,0,Western,2,1980,2,1,1944,1949,NL,1
07ca920e,NL,1,NL,NL,0,Western,2,1998,2,1,1966,1964,NL,1
07d6ae8d,NL,1,NL,NL,0,Western,2,1982,2,1,1951,1951,NL,1
07dbeaee,France,2,France,NL,1,Western,0,1984,2,1,1959,1949,France,0
07dd1f02,NL,1,NL,NL,0,Western,2,1958,2,1,1936,1937,NL,1
07e206bc,NL,1,NL,NL,0,Western,1,1964,2,1,1941,1944,NL,1
07eb4cc3,France,2,NL,NL,0,Western,2,1969,2,1,1934,1947,France,0
07f5d48c,NL,1,France,France,2,Western,1,1955,2,1,1930,1935,NL,1
07f96823,France,2,NL,NL,0,Western,2,1988,2,1,1951,1955,France,0
0801e829,France,1,NL,NL,0,Western,1,1987,2,1,1958,1960,France,0
0803a957,NL,1,NL,NL,0,Western,0,1994,2,1,1967,1960,NL,1
080553c6,NL,2,NL,NL,0,Western,2,1966,2,-,1930,1940,NL,1
08061c41,NL,1,NL,France,1,Western,1,1986,1,1,1964,1954,NL,1
0808cb11,NL,2,France,NL,1,Western,1,1992,2,1,1966,1964,NL,1
08125413,NL,2,NL,France,1,Western,0,1966,2,1,1937,1930,NL,1
08161a54,NL,1,NL,NL,0,Western,2,1955,2,1,1920,1935,NL,1
081bef98,NL,2,NL,France,1,Western,1,1995,2,1,1964,1967,NL,1
081eaf1e,NL,2,NL,US,1,Western,2,1963,2,1,1943,1924,NL,1
0825e4e6,NL,2,NL,US,1,Western,1,1994,2,1,1960,1964,NL,1
082779bc,NL,1,NL,NL,0,Western,0,1953,2,1,1914,1927,NL,1
082e4ca8,NL,1,NL,NL,0,Western,2,1970,2,1,1935,1936,NL,1
08316fbb,NL,1,Egypt,NL,1,Western,0,1960,2,1,1929,1925,NL,1
083a4e6b,NL,1,NL,France,1,Western,1,1970,2,1,1943,1938,NL,1
0851275d,France,1,NL,NL,0,Western,0,1970,2,1,1947,1931,France,0
08553628,NL,2,NL,NL,0,Western,2,1966,2,1,1933,1941,NL,1
085cf712,NL,2,NL,NL,0,Western,2,1950,2,1,1929,1914,NL,1
086101ba,NL,1,NL,NL,0,Western,0,1960,2,1,1934,1928,NL,1
0866ff9b,NL,2,NL,NL,0,Western,2,1988,2,1,1950,1967,NL,1
08675ee3,NL,2,NL,NL,0,Western,1,1989,2,1,1955,1962,NL,1
08763a69,NL,2,NL,NL,0,Western,2,1986,2,1,1955,1959,NL,1
08767f23,NL,2,France,NL,1,Western,1,1998,2,1,1977,1961,NL,1
0879765e,NL,1,NL,NL,0,Western,1,1987,2,1,1955,1962,NL,1
087a7b04,NL,1,NL,NL,0,Western,2,1995,2,1,1973,1964,NL,1
087edcda,US,2,NL,NL,0,Western,2,1984,2,1,1963,1948,US,0
087f2682,NL,1,France,NL,1,Western,-,1992,2,1,1958,1970,NL,1
088483c1,NL,1,NL,NL,0,Western,0,1984,2,1,1954,1961,NL,1
08af749a,NL,1,NL,NL,0,Western,1,1990,2,1,1961,1951,NL,1
08afa309,NL,2,NL,France,1,Western,0,1993,2,1,1965,1963,NL,1
08bb547a,NL,1,NL,NL,0,Western,0,1993,2,1,1968,1958,NL,1
08bd4785,NL,1,NL,France,1,Western,0,1952,2,1,1917,1915,NL,1
08c28446,NL,2,NL,France,1,Western,2,1967,2,1,1944,1933,NL,1
08c83946,NL,2,NL,NL,0,Western,2,1957,2,1,1928,1923,NL,1
08cbb2a6,NL,2,NL,NL,0,Western,1,1961,2,1,1930,1922,NL,1
08d58562,France,1,NL,Egypt,1,Western,2,1967,2,1,1930,1928,France,0
08dcd842,France,2,NL,NL,0,Western,0,1982,2,1,1952,1950,France,0
08e82cf0,France,2,France,NL,1,Western,1,1989,2,1,1965,1961,France,0
08eb6a58,France,1,NL,NL,0,Western,0,1970,2,1,1942,1948,France,0
08ebc4fd,NL,1,US,NL,1,Western,1,1965,2,1,1943,1940,NL,1
08f2cafe,NL,2,US,NL,1,Western,1,1965,2,1,1943,1939,NL,1
08f4ec88,NL,2,NL,NL,0,Western,0,1983,2,1,1960,1955,NL,1
08f7a74b,NL,1,France,NL,1,Western,1,1958,2,1,1927,1925,NL,1
08fd7988,NL,1,NL,NL,0,Western,1,1961,2,1,1930,1930,NL,1
08fef0c5,NL,1,NL,NL,0,Western,2,1954,2,1,1915,1922,NL,1
08ffd58a,NL,1,NL,NL,0,Western,2,1954,2,1,1933,1921,NL,1
09027dc9,NL,1,NL,NL,0,Western,0,1967,2,2,1941,1931,NL,1
090a5cbb,NL,1,NL,NL,0,Western,1,1984,2,1,1945,1957,NL,1
090c4f07,NL,2,US,France,2,Western,1,1950,2,1,1927,1916,NL,1
09156ebe,NL,2,Egypt,NL,1,Western,0,1969,2,1,1948,1934,NL,1
091a805a,NL,2,NL,US,1,Western,1,1981,2,1,1947,1959,NL,1
091a9d62,NL,2,NL,NL,0,Western,1,1984,2,1,1946,1951,NL,1
091b9957,NL,1,NL,NL,0,Western,1,1986,2,1,1951,1954,NL,1
09240c1e,NL,1,NL,NL,0,Western,-,1983,-,1,1952,1948,NL,1
0926d870,NL,1,NL,NL,0,Western,2,1963,2,1,1934,1934,NL,1
092a0f83,France,2,France,NL,1,Western,0,1990,2,1,1969,1955,France,0
092db1a0,France,1,NL,NL,0,Western,0,1988,2,2,1966,1962,France,0
09301389,NL,1,NL,NL,0,Western,2,1965,2,1,1935,1926,NL,1
093c55b6,NL,1,France,NL,1,Western,0,1986,2,1,1954,1966,NL,1
093eb4ee,NL,1,NL,France,1,Western,1,1986,2,1,1959,1950,NL,1
093f0759,France,2,NL,NL,0,Western,1,1966,2,1,1945,1945,France,0
09417b40,NL,2,NL,NL,0,Western,0,1994,2,1,1972,1971,NL,1
094510e3,France,1,NL,NL,0,Western,1,1953,2,1,1920,1927,France,0
09520c62,NL,2,NL,NL,0,Western,0,1957,2,1,1932,1929,NL,1
0960fa1a,NL,2,France,NL,1,Western,2,1954,2,1,1922,1920,NL,1
0965a937,NL,2,NL,NL,0,Western,1,1960,2,1,1926,1922,NL,1
0965bab2,NL,1,NL,NL,0,Western,2,1966,2,1,1943,1942,NL,1
0970698e,NL,2,NL,NL,0,Western,2,1983,2,1,1957,1945,NL,1
09715100,NL,1,NL,NL,0,Western,1,1981,2,1,1955,1953,NL,1
097829b8,NL,2,NL,NL,0,Western,1,1983,2,1,1959,1951,NL,1
0988afa4,NL,1,NL,NL,0,Western,1,1954,2,1,1928,1916,NL,1
098af298,NL,1,NL,France,1,Western,1,1985,2,1,1949,1948,NL,1
098bc0d1,NL,2,NL,NL,0,Western,0,1950,2,1,1925,1914,NL,1
0992cc57,NL,1,NL,NL,0,Western,2,1989,2,1,1967,1965,NL,1
09a82848,France,2,NL,Egypt,1,Western,0,1962,2,1,1929,1928,France,0
09aa6d0a,NL,1,NL,NL,0,Western,2,1963,2,1,1927,1927,NL,1
09aa6e42,France,2,NL,NL,0,Western,0,1980,2,1,1953,1957,France,0
09abb67f,NL,2,NL,NL,0,Western,2,1985,2,1,1957,1949,NL,1
09bd0c6e,NL,2,NL,France,1,Western,0,1970,2,1,1949,1947,NL,1
09c5db9f,NL,1,NL,NL,0,Western,2,1981,2,1,1949,1943,NL,1
09d898aa,NL,2,NL,NL,0,Western,1,1992,2,1,1957,1972,NL,1
09ddc7b3,NL,2,NL,NL,0,Western,2,1964,2,1,1944,1931,NL,1
09e03228,NL,2,NL,US,1,Western,1,1960,2,1,1938,1928,NL,1
09e4d75a,NL,1,France,NL,1,Western,0,1965,2,1,1927,1930,NL,1
09e63f57,NL,2,NL,NL,0,Western,2,1950,2,1,1916,1917,NL,1
09e6491d,NL,2,NL,NL,0,Western,2,1993,2,1,1958,1954,NL,1
09ebf2a5,NL,2,NL,France,1,Western,1,1981,2,1,1948,1947,NL,1
09ecb279,NL,1,France,France,2,Western,2,1956,2,1,1922,1930,NL,1
09f2e654,NL,1,NL,NL,0,Western,2,1961,2,1,1923,1927,NL,1
09f33e8f,France,1,NL,France,1,Western,1,1985,2,1,1965,1946,France,0
09f5ca6b,France,2,US,NL,1,Western,1,1986,2,1,1960,1959,France,0
09f8dd23,NL,2,NL,NL,0,Western,0,1986,2,1,1966,1947,NL,1
0a01ffe6,NL,2,NL,NL,0,Western,1,1969,2,1,1930,1945,NL,1
0a022c8d,NL,1,NL,NL,0,Western,1,1986,2,1,1965,1955,NL,1
0a03fe03,NL,1,NL,NL,0,Western,1,1968,2,1,1940,1930,NL,1
0a040bc7,NL,1,NL,France,1,Western,1,1966,2,1,1939,1933,NL,1
0a0a5152,NL,2,NL,NL,0,Western,2,1950,2,1,1922,1920,NL,1
0a0aeac6,NL,2,NL,NL,0,Western,1,1969,2,1,1935,1932,NL,1
0a0b9300,NL,1,NL,NL,0,Western,1,1985,2,1,1959,1961,NL,1
0a124246,US,1,NL,NL,0,Western,1,1986,2,1,1958,1954,US,0
0a1c8de1,NL,1,NL,NL,0,Western,0,1970,2,1,1934,1935,NL,1
0a1f61db,NL,2,NL,NL,0,Western,2,1969,2,1,1947,1939,NL,1
0a20a842,NL,2,NL,NL,0,Western,2,1955,2,1,1934,1921,NL,1
0a27e04b,NL,1,NL,France,1,Western,2,1989,2,1,1965,1954,NL,1
0a2f963a,NL,1,NL,NL,0,Western,1,1991,2,1,1954,1954,NL,1
0a30059b,NL,2,NL,NL,0,Western,0,1991,2,1,1960,1969,NL,1
0a3ea46a,NL,2,NL,NL,0,Western,2,1983,2,1,1955,1962,NL,1
0a3fbc5b,France,1,NL,US,1,Western,0,1966,1,1,1937,1934,France,0
0a40e5d9,NL,2,NL,France,1,Western,1,1989,2,2,1964,1967,NL,1
0a41511c,NL,2,NL,NL,0,Western,1,1982,2,1,1943,1952,NL,1
0a419228,France,2,NL,France,1,Western,0,1986,2,1,1959,1950,France,0
0a4668eb,France,-,NL,NL,0,Western,0,1952,2,1,1920,1922,France,0
0a607d87,NL,2,NL,NL,0,Western,1,1952,2,1,1916,1927,NL,1
0a61dd79,NL,2,NL,NL,0,Western,0,1983,2,1,1947,1944,NL,1
0a62f026,NL,2,NL,US,1,Western,1,1983,2,1,1951,1953,NL,1
0a63c00d,NL,1,NL,NL,0,Western,1,1958,2,1,1921,1933,NL,1
0a7107fb,NL,2,NL,NL,0,Western,1,1988,2,1,1965,1956,NL,1
0a71ba06,France,1,NL,NL,0,Western,1,1985,2,1,1963,1960,France,0
0a72a037,NL,1,Egypt,NL,1,Western,2,1954,2,1,1930,1931,NL,1
0a735e89,NL,2,France,NL,1,Western,0,1988,2,1,1956,1961,NL,1
0a74041b,NL,1,NL,NL,0,Western,1,1951,2,1,1917,1922,NL,1
0a77ee7e,NL,2,France,NL,1,Western,1,1991,2,2,1955,1958,NL,1
0a7f0633,NL,1,NL,NL,0,Western,0,1970,2,1,1933,1937,NL,1
0a830be9,NL,1,France,France,2,Western,0,1982,2,1,1957,1955,NL,1
0a94a685,US,2,NL,NL,0,Western,0,1959,2,1,1934,1938,US,0
0a94ba76,NL,1,NL,NL,0,Western,1,1988,2,1,1962,1966,NL,1
0a97c5df,France,1,NL,NL,0,Western,1,1964,2,1,1942,1939,France,0
0a9afb68,NL,2,NL,NL,0,Western,0,1995,2,1,1969,1963,NL,1
0a9cd967,NL,-,NL,NL,0,Western,0,1999,2,1,1961,1962,NL,1
0a9fb7e8,NL,2,France,NL,1,Western,1,1982,2,1,1949,1949,NL,1
0aa67e8b,NL,2,NL,NL,0,Western,2,1968,2,1,1946,1946,NL,1
0aa69dfa,France,1,NL,NL,0,Western,0,1967,2,1,1943,1937,France,0
0aa863ec,Egypt,2,NL,NL,0,Non-Western,1,1988,2,1,1961,1960,Egypt,0
0aad45c5,NL,1,NL,NL,0,Western,1,1982,2,1,1946,1961,NL,1
0aadd0ae,NL,2,US,NL,1,Western,0,1987,2,1,1948,1966,NL,1
0ab0827f,NL,2,NL,NL,0,Western,1,1991,-,1,1971,1966,NL,1
0ab4e023,NL,1,NL,NL,0,Western,1,1966,2,1,1943,1942,NL,1
0abf9da9,NL,2,NL,NL,0,Western,1,1955,-,1,1922,1927,NL,1
0ac1e9b1,NL,1,NL,NL,0,Western,1,1957,2,1,1933,1930,NL,1
0ac80ca6,France,1,NL,NL,0,Western,2,1954,2,1,1916,1916,France,0
0ad323aa,NL,1,NL,NL,0,Western,2,1980,2,1,1946,1949,NL,1
0ad701fe,NL,1,NL,NL,0,Western,1,1970,2,1,1934,1948,NL,1
0ae393f1,NL,1,NL,NL,0,Western,1,1965,2,1,1937,1927,NL,1
0ae7b098,NL,2,France,NL,1,Western,0,1960,2,1,1926,1921,NL,1
0aebdf3b,NL,2,NL,NL,0,Western,0,1960,2,1,1930,1932,NL,1
0aec091b,NL,2,NL,NL,0,Western,2,1953,2,1,1919,1931,NL,1
0aef9274,NL,2,NL,NL,0,Western,1,1986,2,1,1953,1958,NL,1
0af21331,France,2,France,France,2,Western,1,1959,2,1,1927,1925,France,0
0af30096,NL,2,NL,NL,0,Western,0,1952,2,1,1932,1931,NL,1
0afc65cc,France,1,NL,NL,0,Western,1,1965,2,1,1929,1927,France,0
0afd14f5,NL,2,NL,NL,0,Western,0,1994,2,1,1956,1957,NL,1
0afd5673,NL,2,NL,NL,0,Western,2,1984,2,1,1961,1964,NL,1
0aff0c88,US,1,France,NL,1,Western,2,1961,2,1,1937,1934,US,0
0affff7a,France,1,NL,NL,0,Western,2,1986,2,1,1949,1951,France,0
0b058494,NL,1,NL,NL,0,Western,0,1996,2,1,1965,1972,NL,1
0b059075,France,1,NL,NL,0,Western,1,1955,2,1,1922,1934,France,0
0b0f2aa4,US,1,NL,NL,0,Western,1,1961,1,1,1931,1934,US,0
0b198367,Egypt,2,France,Egypt,2,Non-Western,1,1957,2,1,1925,1921,Egypt,0
0b1a6875,NL,2,NL,NL,0,Western,0,1963,2,-,1933,1934,NL,1
0b20986d,NL,1,France,NL,1,Western,1,1987,2,1,1952,1964,NL,1
0b2114fd,NL,1,France,France,2,Western,2,1999,2,1,1962,1960,NL,1
0b267c4a,NL,1,France,France,2,Western,0,1996,2,1,1958,1958,NL,1
0b2857cc,NL,2,NL,NL,0,Western,0,1993,2,1,1960,1966,NL,1
0b2a0568,NL,2,France,NL,1,Western,0,1989,2,1,1959,1961,NL,1
0b2a73a9,Egypt,2,NL,NL,0,Non-Western,0,1988,2,1,1965,1954,Egypt,0
0b2ca838,NL,1,NL,NL,0,Western,0,1954,2,1,1919,1928,NL,1
0b42a012,France,1,NL,France,1,Western,0,1953,2,1,1931,1922,France,0
0b4a4784,NL,1,NL,NL,0,Western,0,1995,2,1,1963,1969,NL,1
0b509669,NL,2,France,NL,1,Western,2,1951,2,1,1925,1919,NL,1
0b56b1d5,NL,1,NL,NL,0,Western,1,1990,2,1,1957,1970,NL,1
0b56b611,NL,1,France,France,2,Western,0,1953,2,1,1931,1917,NL,1
0b5a8340,NL,2,NL,NL,0,Western,2,1986,-,1,1950,1958,NL,1
0b5bb1eb,NL,1,NL,NL,0,Western,1,1961,2,1,1937,1927,NL,1
0b68f1ef,NL,2,NL,NL,0,Western,0,1984,2,1,1956,1958,NL,1
0b69564b,NL,2,France,NL,1,Western,0,1985,2,1,1949,1958,NL,1
0b6a9994,NL,2,France,France,2,Western,2,1962,2,1,1934,1930,NL,1
0b7b7d6a,NL,1,NL,NL,0,Western,2,1964,2,1,1943,1930,NL,1
0b7d514b,NL,2,NL,France,1,Western,0,1950,2,-,1930,1911,NL,1
0b89daf5,NL,2,NL,NL,0,Western,2,1959,2,1,1924,1926,NL,1
0b93fad1,NL,1,NL,NL,0,Western,1,1997,2,1,1958,1976,NL,1
0b96eade,France,2,NL,NL,0,Western,1,1983,2,1,1960,1950,France,0
0b96f4f3,NL,1,NL,NL,0,Western,1,1961,2,1,1932,1923,NL,1
0b996c13,NL,2,US,NL,1,Western,1,1980,2,1,1946,1957,NL,1
0b9ad9ef,France,1,NL,NL,0,Western,2,1956,2,1,1920,1930,France,0
0ba1e050,Egypt,2,NL,France,1,Non-Western,2,1965,2,1,1941,1944,Egypt,0
0ba495d8,NL,1,NL,NL,0,Western,1,1967,2,1,1943,1943,NL,1
0ba64b9f,NL,2,NL,NL,0,Western,0,1960,2,1,1925,1933,NL,1
0bafcf02,NL,2,NL,NL,0,Western,1,1964,2,1,1934,1933,NL,1
0bb993a2,NL,1,US,NL,1,Western,0,1980,2,1,1948,1949,NL,1
0bbbcc88,NL,1,NL,NL,0,Western,2,1989,2,1,1957,1957,NL,1
0bbd0fc9,NL,1,NL,France,1,Western,0,1960,2,1,1930,1932,NL,1
0bbdc31e,NL,2,NL,NL,0,Western,1,1961,2,1,1925,1931,NL,1
0bbe9e28,France,1,NL,NL,0,Western,1,1952,2,1,1929,1925,France,0
0bc188fa,NL,1,NL,France,1,Western,1,1992,2,1,1956,1959,NL,1
0bc23706,France,1,France,NL,1,Western,0,1956,2,-,1926,1936,France,0
0bc24723,NL,2,NL,NL,0,Western,1,1998,2,1,1978,1967,NL,1
0bc4b3f0,NL,1,NL,NL,0,Western,2,1981,2,1,1947,1943,NL,1
0bd0bafb,US,2,NL,NL,0,Western,2,1983,2,1,1949,1949,US,0
0bd269b5,NL,1,NL,NL,0,Western,1,1988,2,1,1957,1965,NL,1
0bd471c6,NL,2,NL,NL,0,Western,2,1991,2,1,1952,1966,NL,1
0bd89ebe,NL,2,NL,NL,0,Western,1,1984,2,1,1945,1962,NL,1
0bd96236,NL,-,France,NL,1,Western,0,1981,2,1,1955,1957,NL,1
0be0dfc4,NL,2,France,France,2,Western,2,1997,2,1,1961,1958,NL,1
0be436dd,Egypt,2,NL,Egypt,1,Non-Western,-,1956,2,1,1917,1925,Egypt,0
0bef8f9c,NL,2,NL,NL,0,Western,-,1961,2,1,1938,1938,NL,1
0bf22a8e,NL,2,NL,NL,0,Western,2,1992,2,1,1955,1964,NL,1
0bf6a3b2,NL,2,NL,France,1,Western,2,1958,2,1,1926,1934,NL,1
0bfdff4e,NL,1,NL,NL,0,Western,2,1990,2,1,1954,1955,NL,1
0c05acce,NL,1,NL,NL,0,Western,0,1988,2,1,1949,1964,NL,1
0c11d274,NL,2,NL,NL,0,Western,0,1968,2,1,1946,1935,NL,1
0c13a2d2,NL,2,NL,NL,0,Western,1,1980,2,1,1948,1952,NL,1
0c15111b,NL,2,France,NL,1,Western,2,1999,1,1,1964,1979,NL,1
0c1930f7,NL,2,NL,France,1,Western,1,1982,2,1,1952,1961,NL,1
0c1ab6a5,NL,2,NL,NL,0,Western,1,1958,2,1,1922,1921,NL,1
0c1bae0e,NL,1,NL,NL,0,Western,1,1987,2,1,1964,1965,NL,1
0c29ba4e,NL,1,NL,NL,0,Western,0,1952,2,1,1926,1915,NL,1
0c2a3085,France,1,NL,NL,0,Western,0,1961,2,1,1936,1928,France,0
0c2b5e2e,NL,2,NL,NL,0,Western,2,1983,2,1,1952,1960,NL,1
0c2c2108,NL,1,NL,NL,0,Western,2,1991,2,1,1957,1956,NL,1
0c337421,NL,1,NL,NL,0,Western,0,1960,2,1,1931,1936,NL,1
0c364b4a,NL,1,NL,NL,0,Western,0,1988,2,1,1964,1952,NL,1
0c3a0c52,NL,2,NL,NL,0,Western,1,1967,2,1,1934,1941,NL,1
0c461e9d,NL,1,NL,France,1,Western,1,1966,2,1,1931,1946,NL,1
0c4bf3f5,NL,2,NL,France,1,Western,2,1987,2,1,1950,1948,NL,1
0c4d8fef,France,2,NL,NL,0,Western,0,1981,2,1,1958,1947,France,0
0c555d7c,NL,2,NL,France,1,Western,0,1991,2,1,1963,1956,NL,1
0c5627be,US,1,NL,NL,0,Western,1,1967,2,1,1945,1944,US,0
0c5aa729,NL,1,NL,NL,0,Western,1,1952,2,1,1921,1919,NL,1
0c6170e7,NL,2,NL,NL,0,Western,1,1963,2,1,1943,1931,NL,1
0c623d2d,NL,1,NL,NL,0,Western,1,1965,2,1,1927,1943,NL,1
0c66ef82,NL,1,NL,France,1,Western,2,1996,2,1,1959,1969,NL,1
0c6dbb23,France,1,NL,NL,0,Western,1,1982,2,1,1944,1946,France,0
0c7f07d9,NL,2,France,NL,1,Western,1,1982,2,1,1945,1952,NL,1
0c8630d1,NL,1,NL,NL,0,Western,0,1956,2,1,1934,1919,NL,1
0c88f947,NL,2,NL,NL,0,Western,1,1981,1,1,1950,1942,NL,1
0c91c379,NL,1,NL,NL,0,Western,2,1950,2,1,1928,1917,NL,1
0c92e243,NL,1,NL,NL,0,Western,0,1960,2,1,1929,1922,NL,1
0c9332de,France,2,NL,France,1,Western,1,1990,2,1,1963,1954,France,0
0c98d7c1,France,-,France,France,2,Western,1,1990,2,1,1957,1970,France,0
0ca2fee7,NL,2,France,NL,1,Western,0,1994,2,1,1971,1958,NL,1
0ca4860e,NL,2,NL,NL,0,Western,0,1956,2,1,1917,1917,NL,1
0cb9cfac,NL,2,NL,NL,0,Western,1,1994,2,1,1959,1962,NL,1
0cc5624c,NL,2,US,NL,1,Western,1,1988,2,1,1960,1967,NL,1
0ccebfb8,France,2,NL,NL,0,Western,0,1968,2,1,1942,1932,France,0
0cd91bdb,NL,2,NL,NL,0,Western,1,1992,2,1,1970,1958,NL,1
0cd97ab3,NL,2,NL,NL,0,Western,0,1962,2,1,1933,1923,NL,1
0cdcef3c,NL,2,NL,NL,0,Western,2,1956,2,1,1925,1929,NL,1
0cdd7310,NL,1,NL,NL,0,Western,1,1959,2,1,1930,1938,NL,1
0ce2c18b,NL,2,NL,NL,0,Western,2,1962,2,1,1935,1931,NL,1
0ce4cff1,NL,1,NL,NL,0,Western,1,1961,2,1,1938,1933,NL,1
0ce66ab9,France,-,NL,NL,0,Western,1,1986,2,1,1955,1966,France,0
0cee1586,NL,1,NL,NL,0,Western,1,1996,2,1,1974,1973,NL,1
0cf15f89,NL,2,NL,NL,0,Western,1,1966,2,1,1944,1941,NL,1
0cf652c8,France,1,NL,France,1,Western,1,1961,2,1,1922,1935,France,0
0cf69c47,NL,1,NL,NL,0,Western,1,1954,2,1,1922,1932,NL,1
0cf82f6f,NL,2,NL,NL,0,Western,2,1993,2,1,1956,1973,NL,1
0cfbf54d,NL,2,NL,NL,0,Western,0,1960,2,1,1927,1924,NL,1
0cfd151c,NL,2,NL,France,1,Western,2,1981,2,1,1949,1956,NL,1
0d06e799,NL,2,NL,NL,0,Western,1,1990,2,1,1968,1964,NL,1
0d09016e,NL,1,NL,NL,0,Western,2,1969,2,1,1933,1942,NL,1
0d0a1c99,NL,1,NL,Egypt,1,Western,0,1995,2,1,1962,1959,NL,1
0d0e14a1,NL,1,NL,NL,0,Western,0,1980,2,1,1953,1959,NL,1
0d1aa0b1,NL,1,NL,NL,0,Western,1,1964,2,1,1944,1939,NL,1
0d267a80,NL,1,NL,NL,0,Western,2,1962,2,1,1938,1941,NL,1
0d284562,NL,1,NL,NL,0,Western,0,1987,2,1,1950,1953,NL,1
0d292b14,France,2,NL,NL,0,Western,0,1953,2,1,1914,1930,France,0
0d395eb7,NL,2,NL,NL,0,Western,1,1992,2,1,1964,1966,NL,1
0d3fa89e,NL,2,NL,Egypt,1,Western,0,1951,2,1,1913,1918,NL,1
0d4467a1,NL,1,NL,NL,0,Western,0,1982,2,1,1954,1957,NL,1
0d499280,NL,1,France,NL,1,Western,1,1953,2,1,1931,1920,NL,1
0d4c3a31,NL,1,NL,NL,0,Western,2,1954,2,1,1931,1919,NL,1
0d4d6be5,Egypt,2,NL,NL,0,Non-Western,1,1984,2,1,1952,1956,Egypt,0
0d512ff9,NL,1,NL,NL,0,Western,2,1994,2,1,1973,1955,NL,1
0d665821,NL,1,NL,France,1,Western,2,1987,2,1,1953,1961,NL,1
0d666804,NL,1,NL,NL,0,Western,1,1968,2,1,1947,1945,NL,1
0d6dac50,NL,1,NL,NL,0,Western,0,1980,2,1,1953,1942,NL,1
0d75274d,NL,1,France,NL,1,Western,2,1998,2,1,1972,1961,NL,1
0d7d7275,France,1,NL,NL,0,Western,0,1983,2,1,1954,1960,France,0
0d805417,France,2,NL,NL,0,Western,2,1982,2,1,1949,1945,France,0
0d828103,NL,2,NL,NL,0,Western,0,1958,2,1,1933,1930,NL,1
0d85be5d,NL,2,France,NL,1,Western,1,1964,2,1,1931,1928,NL,1
0d88515f,NL,2,NL,NL,0,Western,1,1983,2,1,1955,1955,NL,1
0d8e8195,France,2,NL,US,1,Western,0,1967,2,1,1943,1946,France,0
0d93e673,NL,1,NL,NL,0,Western,1,1999,2,1,1964,1979,NL,1
0d944e3c,France,1,NL,NL,0,Western,2,1988,2,1,1962,1967,France,0
0d999801,NL,2,NL,NL,0,Western,1,1981,2,1,1949,1958,NL,1
0d99e078,NL,2,NL,France,1,Western,1,1961,2,1,1934,1938,NL,1
