HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
ec41be7d,single parent household,c32be144,child living at home,0,3,1991-01-01,1992-01-01,1,2,,--,,--
e94bc627,couple with children,9c1c5278,partner in couple with children,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,1206949c,partner in couple with children,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,d17ac422,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,afb1d667,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,e3e7553d,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,254f7859,partner in couple with children,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,66e9ba2b,partner in couple with children,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,30197924,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,f99b413e,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,caffcfd9,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
62fe1928,couple without children,62e811bb,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
62fe1928,couple without children,be0a58d4,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
08af5dc9,single person household,b8432ead,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
1226ed24,single person household,4bfb08e0,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
c6187a91,couple without children,461f62ba,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
c6187a91,couple without children,36677213,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
ddeecec6,couple without children,c15e4cb4,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
ddeecec6,couple without children,c2d3fb66,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
5391eb95,single parent household,a1e63301,parent in single parent household,1,2,1991-01-01,1992-01-01,1,1,,--,,--
5391eb95,single parent household,83848be9,child living at home,1,2,1991-01-01,1992-01-01,1,1,,--,,--
b1d5829e,single person household,a9998b37,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
51de5bb7,single person household,437acb0e,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
fd6a5e52,couple without children,120a256a,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
fd6a5e52,couple without children,a58f8773,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
208bf2ca,couple with children,fde16b96,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
208bf2ca,couple with children,65a2e8d1,child living at home,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
208bf2ca,couple with children,887cd01c,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
bf77c58e,single person household,af1b4a1b,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
ffa84504,single person household,20a30672,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
07a30e39,couple with children,2ae09b76,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,8f260525,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,88285fb4,child living at home,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,09f7a651,child living at home,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
30aed750,couple without children,1cefb90b,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
30aed750,couple without children,c87c7eb3,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
9cf2a509,single person household,1610981e,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
50a82ac0,single person household,37aba74f,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
bdab68c0,couple with children,a553b7f9,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,ecc584e2,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,916b9948,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
ac244253,single person household,9c7fae3a,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
b3578b16,single parent household,6d9cc4bb,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,,--,,--
b3578b16,single parent household,d35cf72b,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--
b3578b16,single parent household,0b2f1798,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--
cf157266,single parent household,b0a21246,parent in single parent household,1,2,1991-01-01,1992-01-01,1,1,,--,,--
cf157266,single parent household,17250469,child living at home,1,2,1991-01-01,1992-01-01,1,1,,--,,--
8ac37fe0,single parent household,ec2e126b,parent in single parent household,0,2,1991-01-01,1992-01-01,1,1,,--,,--
8ac37fe0,single parent household,ea0c9001,child living at home,0,2,1991-01-01,1992-01-01,1,1,,--,,--
7d9ef18c,single person household,de5b3581,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
f4ae0934,couple with children,74fdfb73,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
f4ae0934,couple with children,f39962d5,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
f4ae0934,couple with children,34c3bf80,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
4308ee85,single parent household,853fe91f,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,,--,,--
4308ee85,single parent household,02dae9b3,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--
4308ee85,single parent household,ceb688ab,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--
4308ee85,single parent household,6b9bb414,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--
c486e628,couple without children,803211ef,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
c486e628,couple without children,90d5c62a,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
65b9c242,single parent household,bc90f08b,parent in single parent household,0,2,1991-01-01,1992-01-01,1,1,,--,,--
65b9c242,single parent household,9e0c9697,child living at home,0,2,1991-01-01,1992-01-01,1,1,,--,,--
17217684,couple with children,431cea40,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
17217684,couple with children,38f180e6,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
17217684,couple with children,8f30630d,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
c790b0e3,single person household,eb1e611e,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
d3ee50da,single parent household,92ad9e37,parent in single parent household,0,2,1991-01-01,1992-01-01,1,1,,--,,--
d3ee50da,single parent household,f685e86d,child living at home,0,2,1991-01-01,1992-01-01,1,1,,--,,--
c9c36cce,single person household,247fbc76,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
23ef24a3,single parent household,1e5842ee,parent in single parent household,0,2,1991-01-01,1992-01-01,1,1,,--,,--
23ef24a3,single parent household,61243c95,child living at home,0,2,1991-01-01,1992-01-01,1,1,,--,,--
807c705d,single person household,ca5c5e48,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
e4149f12,single person household,4f3a8f30,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
bcd22a38,couple with children,2bbc5d88,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
bcd22a38,couple with children,befc15c9,child living at home,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
bcd22a38,couple with children,860ec335,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
bcd22a38,couple with children,9b083d70,child living at home,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
787d8e6d,couple with children,a97ae209,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
787d8e6d,couple with children,7c903c8b,child living at home,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
787d8e6d,couple with children,93c3b503,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
787d8e6d,couple with children,57c99fa1,child living at home,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
042aa557,couple with children,37490794,partner in couple with children,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
042aa557,couple with children,f901aeea,partner in couple with children,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
042aa557,couple with children,b26b57de,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
042aa557,couple with children,dd318db8,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
042aa557,couple with children,5f2120dd,child living at home,1,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
b55a1feb,single person household,edecd5f5,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
ae909ab2,couple without children,bbe7343e,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
ae909ab2,couple without children,7cdf5a71,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
f97339d3,couple without children,df16a0df,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
f97339d3,couple without children,c6a4c67e,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
242d35c3,single person household,2e738989,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
353a3870,single person household,16f92055,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
61ca8b48,single parent household,11590e61,parent in single parent household,0,3,1991-01-01,1992-01-01,1,2,,--,,--
61ca8b48,single parent household,f531984b,child living at home,0,3,1991-01-01,1992-01-01,1,2,,--,,--
61ca8b48,single parent household,3d190e9d,child living at home,0,3,1991-01-01,1992-01-01,1,2,,--,,--
788e1575,couple with children,d5bd699f,partner in couple with children,0,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
788e1575,couple with children,ddd88a26,child living at home,0,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
788e1575,couple with children,62058e8a,child living at home,0,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
788e1575,couple with children,65fbc6a1,child living at home,0,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
788e1575,couple with children,7be701c2,partner in couple with children,0,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
788e1575,couple with children,13cf5fcd,child living at home,0,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
a20bb171,single parent household,6c41c19b,parent in single parent household,1,5,1991-01-01,1992-01-01,1,4,,--,,--
a20bb171,single parent household,4ab62457,child living at home,1,5,1991-01-01,1992-01-01,1,4,,--,,--
a20bb171,single parent household,99bafd58,child living at home,1,5,1991-01-01,1992-01-01,1,4,,--,,--
a20bb171,single parent household,d6a8c905,child living at home,1,5,1991-01-01,1992-01-01,1,4,,--,,--
a20bb171,single parent household,79de4813,child living at home,1,5,1991-01-01,1992-01-01,1,4,,--,,--
367b57f2,single person household,d1ccc4c3,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
2da09ba8,single parent household,04944dda,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,,--,,--
2da09ba8,single parent household,1d4d2171,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--
2da09ba8,single parent household,1a55e142,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--
2da09ba8,single parent household,03c6605f,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--
eebe68ff,single person household,67254760,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
4dfb7df9,single person household,f47b6fce,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
5b428d03,single parent household,7b44a300,parent in single parent household,0,4,1991-01-01,1992-01-01,1,3,,--,,--
5b428d03,single parent household,6cce39de,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--
5b428d03,single parent household,d9b62737,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--
5b428d03,single parent household,ed2760e4,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--
80bf8a50,couple with children,a514d4f3,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
80bf8a50,couple with children,0fab8cd4,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
80bf8a50,couple with children,1ee23966,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
e50eb526,couple with children,2e4a5aa7,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
e50eb526,couple with children,072ccdc5,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
e50eb526,couple with children,81a8ea3b,child living at home,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
a6356b00,couple without children,677fc918,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
a6356b00,couple without children,d5eae13d,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
189a8f87,couple with children,2ba7c873,partner in couple with children,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
189a8f87,couple with children,203f72e6,partner in couple with children,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
189a8f87,couple with children,563983b6,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
189a8f87,couple with children,ba1c5bc0,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
189a8f87,couple with children,f7117412,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05
a579f418,couple without children,9474d614,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
a579f418,couple without children,8cd4678b,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
55435dbf,couple with children,504039d3,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
55435dbf,couple with children,1c0cf745,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
55435dbf,couple with children,ac9bbba4,child living at home,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
84cf3aad,couple with children,c287df82,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
84cf3aad,couple with children,3ecfc7de,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
84cf3aad,couple with children,f0a19adc,child living at home,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
84cf3aad,couple with children,9ce02f22,child living at home,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05
0e1d9545,couple with children,73714a86,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
0e1d9545,couple with children,0f66bec7,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
0e1d9545,couple with children,870e1532,child living at home,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
caea9e80,single person household,c85b38d8,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
a7ec39ff,single person household,9c292f29,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
4f087b3d,couple with children,c70f17db,partner in couple with children,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,201b0565,partner in couple with children,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,94c7184b,child living at home,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,2ecb427e,child living at home,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,b45bb496,child living at home,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,d3229821,child living at home,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05
7d97b9f0,couple with children,cd698d09,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
7d97b9f0,couple with children,fbbcb456,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
7d97b9f0,couple with children,75a3339c,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05
8c956c29,couple without children,7ea2119e,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
8c956c29,couple without children,52ba2d04,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05
22a31cbb,single person household,e3ee2e3d,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--
be18f8be,single person household,b31cdcdb,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--
100e7e07,single parent household,761df28c,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,,--,,--
100e7e07,single parent household,0e30c262,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--
100e7e07,single parent household,87262451,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--
