,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,EVENT,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH,hierarchy,ID_list_child living at home,ID_list_parent in single parent household,ID_list_partner in couple with children,ID_list_partner in couple without children,ID_list_single person
124,f97339d3,couple with children,0fab8cd4,child living at home,1,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,f97339d3_1990-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7']",,"['ed2760e4', 'a514d4f3']",,
125,f97339d3,couple with children,1ee23966,child living at home,1,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,f97339d3_1990-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7']",,"['ed2760e4', 'a514d4f3']",,
126,f97339d3,couple with children,2e4a5aa7,child living at home,1,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,f97339d3_1990-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7']",,"['ed2760e4', 'a514d4f3']",,
127,353a3870,single parent household,072ccdc5,parent in single parent household,1,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,353a3870_1990-01-01,"['d5eae13d', '73714a86', '2ba7c873']",['072ccdc5'],,,
128,353a3870,single parent household,d5eae13d,child living at home,1,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,353a3870_1990-01-01,"['d5eae13d', '73714a86', '2ba7c873']",['072ccdc5'],,,
129,353a3870,single parent household,73714a86,child living at home,1,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,353a3870_1990-01-01,"['d5eae13d', '73714a86', '2ba7c873']",['072ccdc5'],,,
130,353a3870,single parent household,2ba7c873,child living at home,1,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,353a3870_1990-01-01,"['d5eae13d', '73714a86', '2ba7c873']",['072ccdc5'],,,
131,61ca8b48,single person household,203f72e6,single person,0,1,1990-01-01,1991-01-01,1,0,initiate,,--,,--,61ca8b48_1990-01-01,,,,,['203f72e6']
132,687ba355,couple without children,563983b6,partner in couple without children,1,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,687ba355_1990-01-01,,,,"['563983b6', 'ba1c5bc0']",
133,687ba355,couple without children,ba1c5bc0,partner in couple without children,1,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,687ba355_1990-01-01,,,,"['563983b6', 'ba1c5bc0']",
134,a20bb171,single parent household,f7117412,parent in single parent household,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,a20bb171_1990-01-01,"['9474d614', '8cd4678b']",['f7117412'],,,
135,a20bb171,single parent household,9474d614,child living at home,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,a20bb171_1990-01-01,"['9474d614', '8cd4678b']",['f7117412'],,,
136,a20bb171,single parent household,8cd4678b,child living at home,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,a20bb171_1990-01-01,"['9474d614', '8cd4678b']",['f7117412'],,,
137,a6356b00,couple without children,504039d3,partner in couple without children,0,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,a6356b00_1990-01-01,,,,"['504039d3', '1c0cf745']",
138,a6356b00,couple without children,1c0cf745,partner in couple without children,0,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,a6356b00_1990-01-01,,,,"['504039d3', '1c0cf745']",
139,2da09ba8,single parent household,c287df82,parent in single parent household,0,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,2da09ba8_1990-01-01,['3ecfc7de'],['c287df82'],,,
140,2da09ba8,single parent household,3ecfc7de,child living at home,0,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,2da09ba8_1990-01-01,['3ecfc7de'],['c287df82'],,,
141,eebe68ff,couple with children,f0a19adc,partner in couple with children,0,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,eebe68ff_1990-01-01,['0f66bec7'],,"['f0a19adc', '9ce02f22']",,
142,eebe68ff,couple with children,9ce02f22,partner in couple with children,0,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,eebe68ff_1990-01-01,['0f66bec7'],,"['f0a19adc', '9ce02f22']",,
143,eebe68ff,couple with children,0f66bec7,child living at home,0,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,eebe68ff_1990-01-01,['0f66bec7'],,"['f0a19adc', '9ce02f22']",,
144,5b428d03,single person household,870e1532,single person,0,1,1990-01-01,1991-01-01,1,0,initiate,,--,,--,5b428d03_1990-01-01,,,,,['870e1532']
145,80bf8a50,couple with children,9c292f29,partner in couple with children,0,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,80bf8a50_1990-01-01,"['c70f17db', '201b0565', '94c7184b']",,"['9c292f29', 'c85b38d8']",,
146,80bf8a50,couple with children,c85b38d8,partner in couple with children,0,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,80bf8a50_1990-01-01,"['c70f17db', '201b0565', '94c7184b']",,"['9c292f29', 'c85b38d8']",,
147,80bf8a50,couple with children,c70f17db,child living at home,0,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,80bf8a50_1990-01-01,"['c70f17db', '201b0565', '94c7184b']",,"['9c292f29', 'c85b38d8']",,
148,80bf8a50,couple with children,201b0565,child living at home,0,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,80bf8a50_1990-01-01,"['c70f17db', '201b0565', '94c7184b']",,"['9c292f29', 'c85b38d8']",,
149,80bf8a50,couple with children,94c7184b,child living at home,0,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,80bf8a50_1990-01-01,"['c70f17db', '201b0565', '94c7184b']",,"['9c292f29', 'c85b38d8']",,
150,e50eb526,single parent household,2ecb427e,parent in single parent household,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,e50eb526_1990-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",['2ecb427e'],,,
151,e50eb526,single parent household,b45bb496,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,e50eb526_1990-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",['2ecb427e'],,,
152,e50eb526,single parent household,cd698d09,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,e50eb526_1990-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",['2ecb427e'],,,
153,e50eb526,single parent household,fbbcb456,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,e50eb526_1990-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",['2ecb427e'],,,
154,da16f2ab,couple with children,7ea2119e,partner in couple with children,1,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,da16f2ab_1990-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
155,da16f2ab,couple with children,52ba2d04,partner in couple with children,1,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,da16f2ab_1990-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
156,da16f2ab,couple with children,a5d88020,child living at home,1,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,da16f2ab_1990-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
157,da16f2ab,couple with children,4551f63c,child living at home,1,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,da16f2ab_1990-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
158,da16f2ab,couple with children,1a42e2e9,child living at home,1,5,1990-01-01,1991-01-01,2,3,initiate,2015.0,01,2010.0,05,da16f2ab_1990-01-01,"['a5d88020', '4551f63c', '1a42e2e9']",,"['7ea2119e', '52ba2d04']",,
159,0e1d9545,couple with children,f5126b48,partner in couple with children,0,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,0e1d9545_1990-01-01,['e3ee2e3d'],,"['f5126b48', 'b31cdcdb']",,
160,0e1d9545,couple with children,b31cdcdb,partner in couple with children,0,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,0e1d9545_1990-01-01,['e3ee2e3d'],,"['f5126b48', 'b31cdcdb']",,
161,0e1d9545,couple with children,e3ee2e3d,child living at home,0,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,0e1d9545_1990-01-01,['e3ee2e3d'],,"['f5126b48', 'b31cdcdb']",,
162,189a8f87,couple without children,761df28c,partner in couple without children,0,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,189a8f87_1990-01-01,,,,"['761df28c', '0e30c262']",
163,189a8f87,couple without children,0e30c262,partner in couple without children,0,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,189a8f87_1990-01-01,,,,"['761df28c', '0e30c262']",
164,a579f418,couple without children,87262451,partner in couple without children,1,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,a579f418_1990-01-01,,,,"['87262451', '741b384b']",
165,a579f418,couple without children,741b384b,partner in couple without children,1,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,a579f418_1990-01-01,,,,"['87262451', '741b384b']",
166,55435dbf,single parent household,2f0335cb,parent in single parent household,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,55435dbf_1990-01-01,"['3021edf4', 'ad20a108', '972eff55']",['2f0335cb'],,,
167,55435dbf,single parent household,3021edf4,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,55435dbf_1990-01-01,"['3021edf4', 'ad20a108', '972eff55']",['2f0335cb'],,,
168,55435dbf,single parent household,ad20a108,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,55435dbf_1990-01-01,"['3021edf4', 'ad20a108', '972eff55']",['2f0335cb'],,,
169,55435dbf,single parent household,972eff55,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,55435dbf_1990-01-01,"['3021edf4', 'ad20a108', '972eff55']",['2f0335cb'],,,
170,84cf3aad,couple with children,5e610014,partner in couple with children,1,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,84cf3aad_1990-01-01,['6c7764d8'],,"['5e610014', '28a097ab']",,
171,84cf3aad,couple with children,28a097ab,partner in couple with children,1,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,84cf3aad_1990-01-01,['6c7764d8'],,"['5e610014', '28a097ab']",,
172,84cf3aad,couple with children,6c7764d8,child living at home,1,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,84cf3aad_1990-01-01,['6c7764d8'],,"['5e610014', '28a097ab']",,
173,62d1441f,single person household,2707d4e0,single person,1,1,1990-01-01,1991-01-01,1,0,initiate,,--,,--,62d1441f_1990-01-01,,,,,['2707d4e0']
174,a7ec39ff,single parent household,21ecd92b,parent in single parent household,1,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,a7ec39ff_1990-01-01,['d5268abb'],['21ecd92b'],,,
175,a7ec39ff,single parent household,d5268abb,child living at home,1,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,a7ec39ff_1990-01-01,['d5268abb'],['21ecd92b'],,,
176,4f087b3d,couple without children,a89314ac,partner in couple without children,1,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,4f087b3d_1990-01-01,,,,"['a89314ac', '9554b54a']",
177,4f087b3d,couple without children,9554b54a,partner in couple without children,1,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,4f087b3d_1990-01-01,,,,"['a89314ac', '9554b54a']",
178,7d97b9f0,couple with children,c2921c9d,partner in couple with children,0,4,1990-01-01,1991-01-01,2,2,initiate,2015.0,01,2010.0,05,7d97b9f0_1990-01-01,"['4d5f864d', '56b25cd7']",,"['c2921c9d', '8d478736']",,
179,7d97b9f0,couple with children,8d478736,partner in couple with children,0,4,1990-01-01,1991-01-01,2,2,initiate,2015.0,01,2010.0,05,7d97b9f0_1990-01-01,"['4d5f864d', '56b25cd7']",,"['c2921c9d', '8d478736']",,
180,7d97b9f0,couple with children,4d5f864d,child living at home,0,4,1990-01-01,1991-01-01,2,2,initiate,2015.0,01,2010.0,05,7d97b9f0_1990-01-01,"['4d5f864d', '56b25cd7']",,"['c2921c9d', '8d478736']",,
181,7d97b9f0,couple with children,56b25cd7,child living at home,0,4,1990-01-01,1991-01-01,2,2,initiate,2015.0,01,2010.0,05,7d97b9f0_1990-01-01,"['4d5f864d', '56b25cd7']",,"['c2921c9d', '8d478736']",,
182,8c956c29,couple with children,b58fe046,partner in couple with children,1,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,8c956c29_1990-01-01,['0d302242'],,"['b58fe046', '934a8721']",,
183,8c956c29,couple with children,934a8721,partner in couple with children,1,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,8c956c29_1990-01-01,['0d302242'],,"['b58fe046', '934a8721']",,
184,8c956c29,couple with children,0d302242,child living at home,1,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,8c956c29_1990-01-01,['0d302242'],,"['b58fe046', '934a8721']",,
185,062e49e9,single person household,d13d415e,single person,1,1,1990-01-01,1991-01-01,1,0,initiate,,--,,--,062e49e9_1990-01-01,,,,,['d13d415e']
186,be18f8be,single parent household,5d71be0c,parent in single parent household,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,be18f8be_1990-01-01,"['ca9fd164', 'f435ebc1']",['5d71be0c'],,,
187,be18f8be,single parent household,ca9fd164,child living at home,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,be18f8be_1990-01-01,"['ca9fd164', 'f435ebc1']",['5d71be0c'],,,
188,be18f8be,single parent household,f435ebc1,child living at home,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,be18f8be_1990-01-01,"['ca9fd164', 'f435ebc1']",['5d71be0c'],,,
189,100e7e07,single parent household,d9eda59d,parent in single parent household,0,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,100e7e07_1990-01-01,['2061558e'],['d9eda59d'],,,
190,100e7e07,single parent household,2061558e,child living at home,0,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,100e7e07_1990-01-01,['2061558e'],['d9eda59d'],,,
191,759c0a93,single person household,678c09b8,single person,0,1,1990-01-01,1991-01-01,1,0,initiate,,--,,--,759c0a93_1990-01-01,,,,,['678c09b8']
192,bdd0d539,single parent household,d487548b,parent in single parent household,1,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,bdd0d539_1990-01-01,['99cb489e'],['d487548b'],,,
193,bdd0d539,single parent household,99cb489e,child living at home,1,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,bdd0d539_1990-01-01,['99cb489e'],['d487548b'],,,
194,7a53a3c6,single parent household,73f902fd,parent in single parent household,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,7a53a3c6_1990-01-01,"['ff6b9882', '841030bd', 'cf188e9e']",['73f902fd'],,,
195,7a53a3c6,single parent household,ff6b9882,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,7a53a3c6_1990-01-01,"['ff6b9882', '841030bd', 'cf188e9e']",['73f902fd'],,,
196,7a53a3c6,single parent household,841030bd,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,7a53a3c6_1990-01-01,"['ff6b9882', '841030bd', 'cf188e9e']",['73f902fd'],,,
197,7a53a3c6,single parent household,cf188e9e,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,7a53a3c6_1990-01-01,"['ff6b9882', '841030bd', 'cf188e9e']",['73f902fd'],,,
198,0dc2dd55,single parent household,678a040d,parent in single parent household,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,0dc2dd55_1990-01-01,"['359722c1', 'f069856a', '6fabb65e']",['678a040d'],,,
199,0dc2dd55,single parent household,359722c1,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,0dc2dd55_1990-01-01,"['359722c1', 'f069856a', '6fabb65e']",['678a040d'],,,
200,0dc2dd55,single parent household,f069856a,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,0dc2dd55_1990-01-01,"['359722c1', 'f069856a', '6fabb65e']",['678a040d'],,,
201,0dc2dd55,single parent household,6fabb65e,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,0dc2dd55_1990-01-01,"['359722c1', 'f069856a', '6fabb65e']",['678a040d'],,,
202,ddf33ad3,couple with children,c338ceb1,partner in couple with children,1,4,1990-01-01,1991-01-01,2,2,initiate,2015.0,01,2010.0,05,ddf33ad3_1990-01-01,"['3f4b9328', '6683d80c']",,"['c338ceb1', '19fb8f76']",,
203,ddf33ad3,couple with children,19fb8f76,partner in couple with children,1,4,1990-01-01,1991-01-01,2,2,initiate,2015.0,01,2010.0,05,ddf33ad3_1990-01-01,"['3f4b9328', '6683d80c']",,"['c338ceb1', '19fb8f76']",,
204,ddf33ad3,couple with children,3f4b9328,child living at home,1,4,1990-01-01,1991-01-01,2,2,initiate,2015.0,01,2010.0,05,ddf33ad3_1990-01-01,"['3f4b9328', '6683d80c']",,"['c338ceb1', '19fb8f76']",,
205,ddf33ad3,couple with children,6683d80c,child living at home,1,4,1990-01-01,1991-01-01,2,2,initiate,2015.0,01,2010.0,05,ddf33ad3_1990-01-01,"['3f4b9328', '6683d80c']",,"['c338ceb1', '19fb8f76']",,
206,7bfd8c0c,single parent household,20196197,parent in single parent household,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,7bfd8c0c_1990-01-01,"['91a48532', '46b505a6']",['20196197'],,,
207,7bfd8c0c,single parent household,91a48532,child living at home,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,7bfd8c0c_1990-01-01,"['91a48532', '46b505a6']",['20196197'],,,
208,7bfd8c0c,single parent household,46b505a6,child living at home,1,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,7bfd8c0c_1990-01-01,"['91a48532', '46b505a6']",['20196197'],,,
209,890f5cfe,single parent household,c8625a2a,parent in single parent household,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,890f5cfe_1990-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee']",['c8625a2a'],,,
210,890f5cfe,single parent household,56f21f55,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,890f5cfe_1990-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee']",['c8625a2a'],,,
211,890f5cfe,single parent household,8e4c24e7,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,890f5cfe_1990-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee']",['c8625a2a'],,,
212,890f5cfe,single parent household,ce9427ee,child living at home,0,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,890f5cfe_1990-01-01,"['56f21f55', '8e4c24e7', 'ce9427ee']",['c8625a2a'],,,
213,81dc7733,single person household,d7aa5f87,single person,1,1,1990-01-01,1991-01-01,1,0,initiate,,--,,--,81dc7733_1990-01-01,,,,,['d7aa5f87']
214,1db0cd85,single parent household,0cb80b58,parent in single parent household,1,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,1db0cd85_1990-01-01,['e11d0757'],['0cb80b58'],,,
215,1db0cd85,single parent household,e11d0757,child living at home,1,2,1990-01-01,1991-01-01,1,1,initiate,,--,,--,1db0cd85_1990-01-01,['e11d0757'],['0cb80b58'],,,
216,d5d72785,single person household,a065a60e,single person,0,1,1990-01-01,1991-01-01,1,0,initiate,,--,,--,d5d72785_1990-01-01,,,,,['a065a60e']
217,4a40e9d6,couple without children,d1e4b544,partner in couple without children,0,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,4a40e9d6_1990-01-01,,,,"['d1e4b544', '2e034bc2']",
218,4a40e9d6,couple without children,2e034bc2,partner in couple without children,0,2,1990-01-01,1991-01-01,2,0,initiate,2015.0,01,2010.0,05,4a40e9d6_1990-01-01,,,,"['d1e4b544', '2e034bc2']",
219,ed2b6967,single parent household,245acfda,parent in single parent household,1,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,ed2b6967_1990-01-01,"['140ccda3', '710c492f', '24f5df1e']",['245acfda'],,,
220,ed2b6967,single parent household,140ccda3,child living at home,1,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,ed2b6967_1990-01-01,"['140ccda3', '710c492f', '24f5df1e']",['245acfda'],,,
221,ed2b6967,single parent household,710c492f,child living at home,1,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,ed2b6967_1990-01-01,"['140ccda3', '710c492f', '24f5df1e']",['245acfda'],,,
222,ed2b6967,single parent household,24f5df1e,child living at home,1,4,1990-01-01,1991-01-01,1,3,initiate,,--,,--,ed2b6967_1990-01-01,"['140ccda3', '710c492f', '24f5df1e']",['245acfda'],,,
223,eb8f89c0,single person household,d2e93468,single person,1,1,1990-01-01,1991-01-01,1,0,initiate,,--,,--,eb8f89c0_1990-01-01,,,,,['d2e93468']
224,ff5ebf96,single parent household,d778175c,parent in single parent household,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,ff5ebf96_1990-01-01,"['ac9dc132', '1eb88f50']",['d778175c'],,,
225,ff5ebf96,single parent household,ac9dc132,child living at home,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,ff5ebf96_1990-01-01,"['ac9dc132', '1eb88f50']",['d778175c'],,,
226,ff5ebf96,single parent household,1eb88f50,child living at home,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,ff5ebf96_1990-01-01,"['ac9dc132', '1eb88f50']",['d778175c'],,,
227,1b10bc97,single parent household,17f5c34f,parent in single parent household,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,1b10bc97_1990-01-01,"['2c355d86', '6c0cae68']",['17f5c34f'],,,
228,1b10bc97,single parent household,2c355d86,child living at home,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,1b10bc97_1990-01-01,"['2c355d86', '6c0cae68']",['17f5c34f'],,,
229,1b10bc97,single parent household,6c0cae68,child living at home,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,1b10bc97_1990-01-01,"['2c355d86', '6c0cae68']",['17f5c34f'],,,
230,98c789a8,single parent household,4332d9a0,parent in single parent household,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,98c789a8_1990-01-01,"['f5925e77', 'ed1382a2']",['4332d9a0'],,,
231,98c789a8,single parent household,f5925e77,child living at home,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,98c789a8_1990-01-01,"['f5925e77', 'ed1382a2']",['4332d9a0'],,,
232,98c789a8,single parent household,ed1382a2,child living at home,0,3,1990-01-01,1991-01-01,1,2,initiate,,--,,--,98c789a8_1990-01-01,"['f5925e77', 'ed1382a2']",['4332d9a0'],,,
233,ea1d5d78,couple with children,ea0c9001,partner in couple with children,0,3,1990-01-01,1991-01-01,2,1,initiate,2015.0,01,2010.0,05,ea1d5d78_1990-01-01,['81a8ea3b'],,"['ea0c9001', '79de4813']",,
